id;title;authors;date;description
9903232;'On the Anomalous and Global Interactions of Kodaira 7-Planes';'W. Lerche and S. Stieberger';'Fri, 26 Mar 1999 13:16:47 GMT   (104kb)';'   We review interactions between certain 7-planes which are composed out of mutually non-local (p,q) 7-branes and which correspond to specific Kodaira singularities. We discuss in particular how to compute certain moduli-dependent terms in the effective action. These do not only probe the local Chern-Simons terms on the world-volumina, but also certain global aspects of plane interactions that can be attributed to ``torsion'' (or \ZZ_N-valued) D-brane charges. '
9903233;'Comments on Large N Matrix Model';'Hiroshige Kajiura, Akishi Kato, Sachiko Ogushi';'Fri, 26 Mar 1999 13:14:04 GMT   (79kb)';'   The large N Matrix model is studied with attention to the quantum fluctuations around a given diagonal background. Feynman rules are explicitly derived and their relation to those in usual Yang-Mills theory is discussed. Background D-instanton configuration is naturally identified as a discretization of momentum space of a corresponding QFT. The structure of large N divergence is also studied on the analogy of UV divergences in QFT. '
9903234;'SO(2,1) Covariant IIB Superalgebra';'Mitsuko Abe, Machiko Hatsuda, Kiyoshi Kamimura and Takashi Tokunaga';'Fri, 26 Mar 1999 14:23:32 GMT   (12kb)';'   We propose a type IIB super-Poincare algebra with SO(2,1) covariant central extension. Together with SO(2,1) and SO(9,1) generators, a SO(2,1) triplet (momenta), a Majorana-spinor doublet (supercharges) and a Rarita-Schwinger central charge generate a group, G. We consider a coset G/H where H=(SO(2) x Lorentz), and the SL(2,R) 2-form doublet is obtained by the coset construction. It is shown that U(1) connections, whose strengths are associated with 2-forms, are recognized as coordinates of the enlarged space. We suggest that this is the fundamental algebra governing the superstring theories which explains the IIB SL(2,R) duality and geometrical origin of U(1) fields. '
9903235;'Comment on ``Singularities in axially symmetric solutions of';'B. Kleihaus (1) and J. Kunz (2) ((1) Nat. U. of Ireland Maynooth,';'Fri, 26 Mar 1999 15:36:54 GMT   (3kb)';'   We point out that the statements in [hep-th/9903063] concerning the regularity of static axially symmetric solutions in Yang-Mills-dilaton (YMD) [1] and Einstein-Yang-Mills(-dilaton) (EYMD) theory [2,3] are incorrect, and that the non-singular local gauge potential of the YMD solutions [4] is twice differentiable. '
9903236;'The Statistical Mechanics of the Self-Gravitating Gas: Equation of State';'H. J. de Vega and N. S'anchez';'Fri, 26 Mar 1999 17:06:51 GMT   (16kb)';'   We provide a complete picture of the self-gravitating non-relativistic gas at thermal equilibrium using Monte Carlo simulations (MC), analytic mean field methods (MF) and low density expansions. The system is shown to possess an infinite volume limit, both in the canonical (CE) and in the microcanonical ensemble (MCE) when N, V \to \infty, keeping N/ V^{1/3} fixed. We {\bf compute} the equation of state (we do not assume it as is customary), the entropy, the free energy, the chemical potential, the specific heats, the compressibilities, the speed of sound and analyze their properties, signs and singularities. The MF equation of state obeys a {\bf first order} non-linear differential equation of Abel type. The MF gives an accurate picture in agreement with the MC simulations both in the CE and MCE. The inhomogeneous particle distribution in the ground state suggest a fractal distribution with Haussdorf dimension D with D slowly decreasing with increasing density, 1 \lesssim D < 3. '
9903237;'AdS/CFT and the Information Paradox';'D.A. Lowe and L. Thorlacius';'Fri, 26 Mar 1999 18:33:25 GMT   (17kb)';'   The information paradox in the quantum evolution of black holes is studied within the framework of the AdS/CFT correspondence. The unitarity of the CFT strongly suggests that all information about an initial state that forms a black hole is returned in the Hawking radiation. The CFT dynamics implies an information retention time of order the black hole lifetime. This fact determines many qualitative properties of the non-local effects that must show up in a semi-classical effective theory in the bulk. We argue that no violations of causality are apparent to local observers, but the semi-classical theory in the bulk duplicates degrees of freedom inside and outside the event horizon. Non-local quantum effects are required to eliminate this redundancy. This leads to a breakdown of the usual classical-quantum correspondence principle in Lorentzian black hole spacetimes. '
9903238;'Surface Terms as Counterterms in the AdS/CFT Correspondence';'Roberto Emparan, Clifford V. Johnson, Robert C. Myers';'Fri, 26 Mar 1999 23:53:47 GMT   (21kb)';'   We examine the recently proposed technique of adding boundary counterterms to the gravitational action for spacetimes which are locally asymptotic to anti-de Sitter. In particular, we explicitly identify higher order counterterms, which allow us to consider spacetimes of dimensions d<=7. As the counterterms eliminate the need of ``background subtraction'' in calculating the action, we apply this technique to study examples where the appropriate background was ambiguous or unknown: topological black holes, Taub-NUT-AdS and Taub-Bolt-AdS. We also identify certain cases where the covariant counterterms fail to render the action finite, and we comment on the dual field theory interpretation of this result. In some examples, the case of vanishing cosmological constant may be recovered in a limit, which allows us to check results and resolve ambiguities in certain asymptotically flat spacetime computations in the literature. '
9903239;'Finite Field Theory on Noncommutative Geometries';'S. Cho, R. Hinterding, J. Madore and H. Steinacker';'Mon, 29 Mar 1999 23:27:11 GMT   (32kb)';'   The propagator is calculated on a noncommutative version of the flat plane and the Lobachevsky plane with and without an extra (euclidean) time parameter. In agreement with the general idea of noncommutative geometry it is found that the limit when the two `points' coincide is finite and diverges only when the geometry becomes commutative. The flat 4-dimensional case is also considered. This is at the moment less interesting since there has been no curved case developed with which it can be compared. '
9903240;'Asymptotic Symmetry and the General Black Hole Solution in Ads_3 Gravity';'Yuhsuke Yoshida and Takahiro Kubota';'Sat, 27 Mar 1999 15:03:19 GMT   (15kb)';'   We describe the Brown-Henneaux asymptotic symmetry of the general black holes in the Chern-Simons gauge theory of the gauge group $SL(2;{\bf R})_L\times SL(2;{\bf R})_R$. We make it clear that the vector-like subgroup $SL(2; {\bf R})_{L+R}$ plays an essential role in describing the asymptotic symmetry consistently. We find a quite general black hole solution in the $AdS_3$ gravity theory. The solution is specified by an infinite number of conserved quantities which constitute a family of mapping from $S^1$ to the gauge group. The BTZ black hole is one of the simplest case. '
9903241;'AdS Superalgebras with Brane Charges';'S. Ferrara and M. Porrati';'Mon, 29 Mar 1999 16:52:16 GMT   (8kb)';'   We consider the inclusion of brane charges in AdS_5 superalgebras that contain the maximal central extension of the super-Poincar\'e algebra on the boundary of AdS_5. For theories with N supersymmetries on the boundary, the maximal extension is OSp(1/8N,R), which contains the group $Sp(8N,R)\supset U(2N,2N) \supset SU(2,2)\times U(N)$ as extension of the conformal group. An ``intermediate'' extension to U(2N,2N/1) is also discussed, as well as the inclusion of brane charges in AdS_7 and AdS_4 superalgebras. BPS conditions in the presence of brane charges are studied in some details. '
9903242;'Issues on Orientifolds: On the brane construction of gauge theories with';'Amihay Hanany and Alberto Zaffaroni';'Mon, 29 Mar 1999 16:51:28 GMT   (59kb)';'   We discuss issues related to orientifolds and the brane realization for gauge theories with orthogonal and symplectic groups. We specifically discuss the case of theories with (hidden) global SO(2n) symmetry, from three to six dimensions. We analyze mirror symmetry for three dimensional N=4 gauge theories, Brane Box Models and six-dimensional gauge theories. We also discuss the issue of T-duality for D_n space-time singularities. Stuck D branes on ON^0 planes play an interesting role. '
9903243;'Implications of decoupling effects for one-loop corrected effective';'I.L. Buchbinder, M. Cvetic, A. Yu. Petrov';'Mon, 29 Mar 1999 23:02:36 GMT   (10kb)';'   We study the decoupling effects in one-loop corrected N=1 supersymmetric theory with gauge neutral chiral superfields, by calculating the one-loop corrected effective Lagrangian that involves light and heavy fields with the mass scale M, and subsequently eliminating heavy fields by their equations of motion. In addition to new non-renormalizable couplings, we determine the terms that grow as log(M) and renormalize the fields and couplings in the effective field theory, in accordance with the decoupling theorem. However, in a theory derived from superstring theory, these terms can significantly modify low energy predictions for the effective couplings of light fields. For example, in a class of heterotic superstring vacua with an anomalous U(1) the vacuum restabilization introduces such decoupling effects which in turn correct the low energy predictions for certain couplings by 10-50%. '
9903244;'Notes on black holes and three dimensional gravity';'Maximo Banados';'Sun, 28 Mar 1999 18:20:13 GMT   (19kb)';'   These notes are the written version of two lectures delivered at the VIII Mexican School on Particles and Fields on November 1998. The level of the notes is basic assuming only some knowledge on Statistical Mechanics, General Relativity and Yang-Mills theory. After a brief introduction to the classical and semiclassical aspects of black holes, we review some relevant results on 2+1 quantum gravity. These include the Chern-Simons formulation and its affine Kac-Moody algebra, the asymptotic algebra of Brown and Henneaux, and the statistical mechanics description of 2+1 black holes. Hopefully, this contribution will be complementary with the review paper hep-th/9901148 by the same author, and perhaps, a shortcut to some recent developments in three dimensional gravity. '
9903245;'Composite Vector and Tensor Gauge Fields, and Volume-Preserving';'Eduardo I. Guendelman (Ben-Gurion Univ., Beer-Sheva), Emil Nissimov';'Sun, 28 Mar 1999 20:09:11 GMT   (9kb)';'   We describe new theories of composite vector and tensor (p-form) gauge fields made out of zero-dimensional constituent scalar fields (``primitives''). The local gauge symmetry is replaced by an infinite-dimensional global Noether symmetry -- the group of volume-preserving (symplectic) diffeomorphisms of the target space of the scalar primitives. We find additional non-Maxwell and non-Kalb-Ramond solutions describing topologically massive tensor gauge field configurations in odd space-time dimensions. Generalization to the supersymmetric case is also sketched. '
9903246;'Thermodynamic Partition Function of Matrix Superstrings';'G. Grignani and G. W. Semenoff';'Mon, 29 Mar 1999 17:32:10 GMT   (24kb)';'   We show that, in the limit of zero string coupling, $g_s \to 0$, the thermodynamic partition function of matrix string theory is identical to that of the finite temperature, discrete light-cone quantised (DLCQ) type IIA superstring. We discuss how the superstring is recovered in the decompactified $R^+\to\infty$ limit. '
9903247;'Fermion Determinant Calculus';'H. Kikuchi (Ohu University)';'Mon, 29 Mar 1999 10:37:32 GMT   (10kb)';'   The path-integral of the fermionic oscillator with a time-dependent frequency is analyzed. We give the exact relation between the boundary condition to define the domain in which the path-integral is performed and the transition amplitude that the path-integral calculates. According to this relation, the amplitude suppressed by a zero mode does not indicate any special dynamics, unlike the analogous situation in field theories. It simply says the path-integral picks up a combination of the amplitudes that vanishes. The zero mode that is often neglected in the reason of not being normalizable is necessary to obtain the correct answer for the propagator and to avoid an anomaly on the fermion number. We give a method to obtain the fermionic determinant by the determinant of a simple (2\times 2) matrix, which enables us to calculate it for a variety of boundary conditions. '
9903248;'Virasoro Orbits, AdS_3 Quantum Gravity and Entropy';'J.Navarro-Salas, P.Navarro';'Mon, 29 Mar 1999 14:05:46 GMT   (9kb)';'   We analyse the canonical structure of AdS_3 gravity in terms of the coadjoint orbits of the Virasoro group. There is one subset of orbits, associated to BTZ black hole solutions, that can be described by a pair of chiral free fields with a background charge. There is also a second subset of orbits, associated to point-particle solutions, that are described by two pairs of chiral free fields obeying a constraint. All these orbits admit K\"ahler quantization and generate a Hilbert space which, despite of having $\Delta_0(\bar{\Delta}_0)=0$, does not provide the right degeneracy to account for the Bekenstein-Hawking entropy due to the breakdown of modular invariance. Therefore, additional degrees of freedom, reestablishing modular invariance, are necessarily required to properly account for the black hole entropy. '
9903249;'Using the Hopf Algebra Structure of QFT in Calculations';'D.Kreimer, R.Delbourgo';'Tue, 30 Mar 1999 09:52:32 GMT   (165kb)';'   We employ the recently discovered Hopf algebra structure underlying perturbative Quantum Field Theory to derive iterated integral representations for Feynman diagrams. We give two applications: to massless Yukawa theory and quantum electrodynamics in four dimensions. '
9903251;'Infrared region of QCD and confining strings';'R.Parthasarathy';'Tue, 30 Mar 1999 11:32:19 GMT   (13kb)';'   Gauge field configurations appropriate for the infrared region of QCD are proposed in a submanifold of $su(3)$. Some properties of the submanifold are presented. Using the usual action for QCD, in the absense of quarks, confinement of these configurations is realized as in the London theory of Meissner effect. Choosing a representation for the monopole field strength, a string action corresponding to the effective gauge theory action in the infrared region, is obtained. This confining string action contains the Nambu-Goto term, extrinsic curvature action and the Euler characteristic of the string world sheet. '
9903252;'Seiberg-Witten Curves and Integrable Systems';'A.Marshakov';'Tue, 30 Mar 1999 14:07:44 GMT   (25kb)';'   This talk gives an introduction into the subject of Seiberg-Witten curves and their relation to integrable systems. We discuss some motivations and origins of this relation and consider explicit construction of various families of Seiberg-Witten curves in terms of corresponding integrable models. '
9903253;'Chiral symmetry breaking as a consequence of nontrivial spatial topology';'Yurii A. Sitenko';'Tue, 30 Mar 1999 20:25:41 GMT   (8kb)';'   A singular configuration of external static magnetic field in the form of a pointlike vortex polarizes the vacuum of quantized massless spinor field in 2+1-dimensional space-time. This results in an analogue of the Bohm-Aharonov effect: the chiral symmetry breaking condensate, energy density and current emerge in the vacuum even in the case when the spatial region of nonvanishing external field strength is excluded. The dependence of the vacuum characteristics both on the value of the vortex flux and on the choice of the boundary condition at the location of the vortex is determined. '
9903254;'Phase-space Quantization of Field Theory';'Cosmas Zachos and Thomas Curtright';'Tue, 30 Mar 1999 15:29:04 GMT   (129kb)';'   In this lecture, a limited introduction of gauge invariance in phase-space is provided, predicated on canonical transformations in quantum phase-space. Exact characteristic trajectories are also specified for the time-propagating Wigner phase-space distribution function: they are especially simple - indeed, classical - for the quantized simple harmonic oscillator. This serves as the underpinning of the field theoretic Wigner functional formulation introduced. Scalar field theory is thus reformulated in terms of distributions in field phase-space. This is a pedagogical selection from work published in J Phys A32 (1999) 771 and Phys Rev D58 (1998) 025002, reported at the Yukawa Institute Workshop "Gauge Theory and Integrable Models", 26-29 January, 1999. '
9903255;'Effects of Dirac's Negative Energy Sea on Quantum Numbers';'R. Jackiw';'Tue, 30 Mar 1999 17:00:14 GMT   (63kb)';'   One route towards understanding both fractional charges and chiral anomalies delves into Dirac's negative energy sea. Usually we think of Dirac's negative energy sea as an unphysical construct, invented to render quantum field theory physically acceptable by hiding the negative energy solutions. I suggest that in fact physical consequences can be drawn from Dirac's construction. '
9903256;'Remarks on the Atiyah-Hitchin metric';'Ioannis Bakas';'Tue, 30 Mar 1999 17:53:33 GMT   (11kb)';'   We outline the construction of the Atiyah-Hitchin metric on the moduli space of SU(2) BPS monopoles with charge 2, first as an algebraic curve in C^3 following Donaldson and then as a solution of the Toda field equations in the continual large N limit. We adopt twistor methods to solve the underlying uniformization problem, which by the generalized Legendre transformation yield the Kahler coordinates and the Kahler potential of the metric. We also comment on the connection between twistors and the Seiberg-Witten construction of quantum moduli spaces, as they arise in three dimensional supersymmetric gauge theories, and briefly address the uniformization of algebraic curves in C^3 in the context of large N Toda theory. (Based on talks delivered in September 1998 at the 32nd International Symposium Ahrenshoop on the Theory of Elementary Particles, Buckow; the 21st Triangular Meeting on Quantum Field Theory, Crete and the TMR meeting on Quantum Aspects of Gauge Theories, Supersymmetry and Unification, Corfu; to be published in the proceedings in Fortschritte der Physik.) '
9903257;'Three Dimensional Black Hole Coupled to the Born-Infeld Electrodynamics';'Mauricio Cataldo, Alberto Garcia';'Tue, 30 Mar 1999 17:59:35 GMT   (19kb)';'   A nonlinear charged version of the (2+1)-anti de Sitter black hole solution is derived. The source to the Einstein equations is a Born-Infeld electromagnetic field, which in the weak field limit becomes the (2+1)-Maxwell field. The obtained Einstein-Born-Infeld solution for certain range of the parameters (mass, charge, cosmological and Born-Infeld constants) represent a static circularly symmetric black hole. Although the covariant metric components and the electric field do not exhibit a singular behavior at r=0 the curvature invariants are singular at that point. '
9903258;'Understanding Radiatively Induced Lorentz-CPT Violation in Differential';'W.F. Chen (University of Winnipeg)';'Tue, 30 Mar 1999 18:00:48 GMT   (11kb)';'   We have investigated the perturbative ambiguity of the radiatively induced Chern-Simons term in differential regularization. The result obtained in this method contains all those obtained in other regularization schemes and the ambiguity is explicitly characterized by an indefinite ratio of two renormalization scales. It is argued that the ambiguity can only be eliminated by either imposing a physical requirement or resorting to a more fundamental principle. Some calculation techniques in coordinate space are developed in the appendices. '
9903259;'Three-dimensional Black Holes and Liouville Field Theory';'T. Nakatsu, H. Umetsu and N. Yokoi';'Tue, 30 Mar 1999 18:05:33 GMT   (24kb)';'   A quantization of (2+1)-dimensional gravity with negative cosmological constant is presented and quantum aspects of the (2+1)-dimensional black holes are studied thereby. The quantization consists of two procedures. One is related with quantization of the asymptotic Virasoro symmetry. A notion of the Virasoro deformation of 3-geometry is introduced. For a given black hole, the deformation of the exterior of the outer horizon is identified with a product of appropriate coadjoint orbits of the Virasoro groups $\hat{diff S^1}_{\pm}$. Its quantization provides unitary irreducible representations of the Virasoro algebra, in which state of the black hole becomes primary. To make the quantization complete, holonomies, the global degrees of freedom, are taken into account. By an identification of these topological operators with zero modes of the Liouville field, the aforementioned unitary representations reveal, as far as $c \gg 1$, as the Hilbert space of this two-dimensional conformal field theory. This conformal field theory, living on the cylinder at infinity of the black hole and having continuous spectrums, can recognize the outer horizon only as a it one-dimensional object in $SL_2({\bf R})$ and realize it as insertions of the corresponding vertex operator. Therefore it can not be a conformal field theory on the horizon. Two possible descriptions of the horizon conformal field theory are proposed. '
9903260;'A Note on Higher Dimensional Instantons and Supersymmetric Cycles';'H. Kanno';'Wed, 31 Mar 1999 08:23:23 GMT   (12kb)';'   We discuss instantons in dimensions higher than four. A generalized self-dual or anti-self-dual instanton equation in n-dimensions can be defined in terms of a closed (n-4) form $\Omega$ and it was recently employed as a topological gauge fixing condition in higher dimensional generalizations of cohomological Yang-Mills theory. When $\Omega$ is a calibration which is naturally introduced on the manifold of special holomony, we argue that higher dimensional instanton may be locally characterized as a family of four dimensional instantons over a supersymmetric (n-4) cycle $\Sigma$ with respect to the calibration $\Omega$. This is an instanton configuration on the total space of the normal bundle $N(\Sigma)$ of the submanifold $\Sigma$ and regarded as a natural generalization of point-like instanton in four dimensions that plays a distinguished role in a compactification of instanton moduli space. '
9903262;'Chiral Observables and Modular Invariants';'K.-H. Rehren (Univ. Goettingen)';'Wed, 31 Mar 1999 13:06:47 GMT   (28kb)';'   Various definitions of chiral observables in a given Moebius covariant two-dimensional theory are shown to be equivalent. Their representation theory in the vacuum Hilbert space of the 2D theory is studied. It shares the general characteristics of modular invariant partition functions, although SL(2,Z) transformation properties are not assumed. First steps towards classification are made. '
9903264;'Gravity thaws the frozen moduli of the CP^1 lump';'J.M. Speight, I.A.B. Strachan';'Wed, 31 Mar 1999 14:03:23 GMT   (9kb)';'   The slow motion of a self-gravitating CP^1 lump is investigated in the approximation of geodesic flow on the moduli space of unit degree static solutions M_1. It is found that moduli which are frozen in the absence of gravity, parametrizing the lump's width and internal orientation, may vary once gravitational effects are included. If gravitational coupling is sufficiently strong, the presence of the lump shrinks physical space to finite volume, and the moduli determining the boundary value of the CP^1 field thaw also. Explicit formulae for the metric on M_1 are found in both the weak and strong coupling regimes. The geodesic problem for weak coupling is studied in detail, and it is shown that M_1 is geodesically incomplete. This leads to the prediction that self-gravitating lumps are unstable. '
9903265;'Can the Red Shift be a consequence of the Dilaton field?';'Alejandro Cabo and Alexis Amezaga';'Thu, 1 Apr 1999 00:13:50 GMT   (7kb)';'   The possibility that the expansion rate of the Universe, as reflected by the Red Shift, could be produced by the existence of the dilaton field is explored. The analysis starts from previously studied solutions of the Einstein equations for gravity interacting with a massive scalar field. It is firstly underlined that such solutions can produce the observed values of the Hubble constant. Since the Einstein-Klein-Gordon lagrangian could be expected to appear as an effective one for the dilaton in some approximation, the mentioned solutions are applied to study this field. Therefore, the vacuum expectation value for the dilaton is selected to be of the order of the Planck mass, as it is frequently fixed in string phenomenology. Then, it follows that the value of its effective mass should be as low as m=3.9 10^(-29) cm^(-1) in order produce the observed expansion rate. The discussion can also predict a radius of the Universe of the order of 10^(29) cm. Finally, after adopting the view advanced ina previous work, in which these mentioned solutions are associated to interior configurations of collapsed scalar fields, a picture of our Universe as a black hole interior is suggested. '
9903266;'Lorentz Invariant Renormalization in Causal Perturbation Theory';'K. Bresser, G. Pinter and D. Prange';'Wed, 31 Mar 1999 16:17:28 GMT   (8kb)';'   In the framework of causal perturbation theory renormalization consists of the extension of distributions. We give the explicit form of a Lorentz invariant extension of a scalar distribution, depending on one difference of space time coordinates. '
9903267;'Landau-Siegel Zeroes and Black Hole Entropy';'Stephen D. Miller and Gregory Moore';'Wed, 31 Mar 1999 20:53:18 GMT   (29kb)';'   There has been some speculation about relations of D-brane models of black holes to arithmetic. In this note we point out that some of these speculations have implications for a circle of questions related to the generalized Riemann hypothesis on the zeroes of Dirichlet $L$-functions. '
9903268;'Superstrings, Unifications and dualities';'Joseph Kouneiher';'Wed, 31 Mar 1999 21:32:54 GMT   (44kb)';'   I describe our understanding of physics near the planck length, in particular the great progress of the last four years in string theory. Superstring theory, and a recent extension called M theory, are leading candidates for a quantum theory that unifies gravity with the other forces. As such, they are certainly not ordinary quantum field theories. However, recent duality conjectures suggest that a more complete definition of these theories can be provided by the large N limits of suitably chosen U(N) gauge theories associated to the asymptotic boundary of spacetime. '
9903269;'Black holes and membranes in AdS_7';'James T. Liu and Ruben Minasian';'Wed, 31 Mar 1999 22:57:38 GMT   (14kb)';'   We investigate maximal gauged supergravity in seven dimensions and some of its solitonic solutions. By focusing on a truncation of the gauged SO(5) R-symmetry group to its U(1)^2 Cartan subgroup, we construct general two charge black holes that are asymptotically anti-de Sitter. We demonstrate that 1- and 2-charge black holes preserve 1/2 and 1/4 of the supersymmetries respectively. Additionally, we examine the odd-dimensional self-duality equation governing the three-form potential transforming as the 5 of SO(5), and provide some insight on the construction of membrane solutions in anti-de Sitter backgrounds. '
9904201;'The confining branch of QCD';'Marco Bochicchio';'Wed, 28 Apr 1999 23:39:50 GMT   (7kb)';'   We show that, as a consequence of a physical interpretation based on the Abelian projection and on the QCD string, four-dimensional QCD confines the electric flux if and only if the functional integral in the fiberwise-dual variables admits a hyper-Kahler reduction under the action of the gauge group. '
9904202;'A Canonical Decomposition in Collective and Relative Variables of a';'L. Lusanna, M. Materassi';'Thu, 29 Apr 1999 09:15:20 GMT   (58kb)';'   The canonical decomposition of a real Klein-Gordon field in collective and relative variables proposed by Longhi and Materassi is reformulated on spacelike hypersurfaces. This allows to obtain the complete canonical reduction of the system on Wigner hyperplanes, namely in the rest-frame Wigner-covariant instant form of dynamics. From the study of Dixon's multipoles for the energy-momentum tensor on the Wigner hyperplanes we derive the definition of the canonical center-of-mass variable for a Klein-Gordon field configuration: it turns out that the Longhi-Materassi global variable should be interpreted as a center of phase of the field configuration. A detailed study of the kinematical "external" and "internal" properties of the field configuration on the Wigner hyperplanes is done. The construction is then extended to charged Klein-Gordon fields: the centers of phase of the two real components can be combined to define a global center of phase and a collective relative variable describing the action-reaction between the two Feshbach-Villars components of the field with definite sign of energy and charge. The Dixon multipoles for both the energy-momentum and the electromagnetic current are given. Also the coupling of the Klein-Gordon field to scalar relativistic particles is studied and it is shown that in the reduced phase space, besides the particle and field relative variables, there is also a collective relative variable describing the relative motion of the particle subsytem with respect to the field one. '
9904203;'Self-duality and soldering in odd dimensions';'R. Banerjee and S. Kumar';'Thu, 29 Apr 1999 11:05:19 GMT   (8kb)';'   Using the recently developed soldering formalism we highlight certain features of quantum mechanical models. The complete correspondence between these models and self dual field theoretical models in odd dimensions is established. The distinction between self duality and self dual factorisation in these dimensions is clarified. '
9904204;'Finiteness of 2D Topological BF-Theory with Matter Coupling';'R. Leitgeb, M. Schweda, H.Zerrouki';'Thu, 29 Apr 1999 11:06:48 GMT   (16kb)';'   We study the ultraviolet and the infrared behavior of 2D topological BF-Theory coupled to vector and scalar fields. This model is equivalent to 2D gravity coupled to topological matter. Using techniques of the algebraic renormalization program we show that this model is anomaly free and ultraviolet as well as infrared finite at all orders of perturbation theory. '
9904205;'A Note on the 4D Antisymmetric Tensor Field Model in Curved Space-Time';'H. Zerrouki';'Thu, 29 Apr 1999 11:55:04 GMT   (9kb)';'   Using the BRS techniques, we prove the existence of a local and nonlinear symmetry of the gauge fixed action of the antisymmetric tensor field model in curved background. '
9904206;'More Series related to the Euler Series';'Odd Magne Ogreid and Per Osland (Bergen)';'Thu, 29 Apr 1999 13:01:16 GMT   (20kb)';'   We present results for infinite series appearing in Feynman diagram calculations, many of which are similar to the Euler series. These include both one-, two- and three-dimensional series. All these series can be expressed in terms of zeta(2) and zeta(3). '
9904207;'Non-BPS States and Branes in String Theory';'Ashoke Sen';'Thu, 29 Apr 1999 13:54:52 GMT   (40kb)';'   We review the recent developments in our understanding of non-BPS states and branes in string theory. The topics include 1) construction of unstable non-BPS D-branes in type IIA and type IIB string theories, 2) construction of stable non-BPS D-branes on various orbifolds and orientifolds of type II string theories, 3) description of BPS and non-BPS D-branes as tachyonic soliton solutions on brane-antibrane pair of higher dimension, and 4) study of the spectrum of non-BPS states and branes on a system of coincident D-brane - orientifold plane system. Some other related results are also discussed briefly. '
9904208;'Null Branes in Curved Backgrounds';'P. Bozhilov';'Thu, 29 Apr 1999 13:58:10 GMT   (9kb)';'   We consider null bosonic p-branes in curved space-times. Some exact solutions of the classical equations of motion and of the constraints for the null membrane in general stationary, axially symmetrical, four dimensional, gravity background are found. '
9904209;'A remark on collisions of domain walls in a supersymmetric model';'V. A. Gani, A. E. Kudryavtsev';'Thu, 29 Apr 1999 14:54:00 GMT   (35kb)';'   The process of collision of two parallel domain walls in a supersymmetric model is studied both in effective Lagrangian approximation and by numerical solving of the exact classical field problem. For small initial velocities we find that the walls interaction looks like elastic reflection with some delay. It is also shown that in such approximation internal parameter of the wall may be considered as a time-dependent dynamical variable. '
9904210;'Confining N=1 SUSY gauge theories from Seiberg duality';'Matthias Klein';'Thu, 29 Apr 1999 19:43:36 GMT   (34kb)';'   In this talk I review and generalize an idea of Seiberg that an N=1 supersymmetric gauge theory shows confinement without breaking of chiral symmetry when the gauge symmetry of its magnetic dual is completely broken by the Higgs effect. It is shown how the confining spectrum of a supersymmetric gauge theory can easily be derived when a magnetic dual is known and this method is applied to many models containing fields in second rank tensor representations and an appropriate tree-level superpotential. '
9904211;'Type I on (Generalized) Voisin-Borcea Orbifolds and Non-perturbative';'Zurab Kakushadze';'Thu, 29 Apr 1999 20:08:28 GMT   (39kb)';'   We consider non-perturbative four dimensional N=1 space-time supersymmetric orientifolds corresponding to Type I compactifications on (generalized) Voisin-Borcea orbifolds. Some states in such compactifications arise in ``twisted'' open string sectors which lack world-sheet description in terms of D-branes. Using Type I-heterotic duality as well as the map between Type IIB orientifolds and F-theory we are able to obtain the massless spectra of such orientifolds. The four dimensional compactifications we discuss in this context are examples of chiral N=1 supersymmetric string vacua which are non-perturbative from both orientifold and heterotic points of view. In particular, they contain both D9- and D5-branes as well as non-perturbative ``twisted'' open string sector states. We also explain the origins of various inconsistencies arising in such compactifications for certain choices of the gauge bundle. '
9904212;'Mersenne Primes, Polygonal Anomalies and String Theory Classification';'Paul H. Frampton and Thomas W. Kephart';'Thu, 29 Apr 1999 21:20:48 GMT   (6kb)';'   It is pointed out that the Mersenne primes $M_p=(2^p-1)$ and associated perfect numbers ${\cal M}_p=2^{p-1}M_p$ play a significant role in string theory; this observation may suggest a classification of consistent string theories. '
9904213;'Dual Supersymmetry Algebras from Partial Supersymmetry Breaking';'R. Altendorfer and J. Bagger';'Thu, 29 Apr 1999 22:14:34 GMT   (17kb)';'   The partial breaking of supersymmetry in flat space can be accomplished using any one of three dual representations for the massive N=1 spin-3/2 multiplet. Each of the representations can be ``unHiggsed'', which gives rise to a set of dual N=2 supergravities and supersymmetry algebras. '
9904214;'Towards exact results of QED from supersymmetry';'Masato Arai and Noriaki Kitazawa';'Fri, 30 Apr 1999 07:15:48 GMT   (62kb)';'   To obtain some exact results of U(1) gauge theory (QED), we construct the low energy effective action of N=2 supersymmetric QED with a massless matter and Fayet-Iliopoulos term, assuming no confinement. The harmonic superspace formalism for N=2 extended supersymmetry makes the construction easy. We analyze the vacuum structure and find no vacuum. It suggests the confinement in non-supersymmetric QED at low energies. '
9904215;'On Local Variational Differential Operators in Field Theory';'S. S. Shahverdiyev, I. V. Tyutin, B. L. Voronov (Theor. Phys. Dept.,';'Fri, 30 Apr 1999 14:27:35 GMT   (16kb)';'   We propose and develop a new calculus for local variational differential operators. The main difference of the new formalism with the canonical differential calculus is that the image of higher order operators on local functionals does not contain indefinite quantities like $\delta(0)$. We apply this formalism to BV formulation of general gauge field theory and to its Sp(2)-symmetric generalization. Its relation to a quasiclassical expansion is also discussed. '
